target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_mil_1,source_list_mil_2,omb_idea_public,base_domain,top_level_domain
cameo.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cameochemicals.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
campcreek.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cao.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
capenam.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
carbontracker.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
careers.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
carto.bldc.nwave.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
carto.boul.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
carto.ctc.nwave.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
carto.nwave.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
casedocuments.darrp.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cbexapp.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cbrfc.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cbs.rdc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cbsdr.rdc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cbsquery.rdc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cdc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cdhc.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
cdn.coastalscience.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cdn.ioos.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cdn.star.nesdis.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
celaeno.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
celebrating200years.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
certificate.seafoodinspection.nmfs.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cetsound.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cfs.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
channelislands.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
charon.esrl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
charts.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
chat.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
chesapeakebay.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
chessnam.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
chestnut.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
chs.coast.noaa.gov,,,,noaa.gov,false,true,true,false,false,false,false,false,false,false,false,,noaa.gov,gov
ci.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
ciflow.nssl.noaa.gov,,,,noaa.gov,false,true,false,false,true,false,false,false,false,false,false,,noaa.gov,gov
cio.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
class.noaa.gov,,,,noaa.gov,false,true,true,false,false,false,false,false,false,false,false,,noaa.gov,gov
clearinghouse.marinedebris.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
climate.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cls.nlsc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
clsapp2.nlsc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cm.nos.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
cmdl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cmist.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cmsdrp.orr.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cmsmd.orr.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cmsrr.orr.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cnrfc.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
co-ops-nos.l.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
co-ops-nos.lb.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
co-ops.nos.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,false,noaa.gov,gov
coast.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
coastalscience.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
coastalsmartgrowth.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coastwatch.chesapeakebay.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coastwatch.glerl.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coastwatch.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coastwatch.pfeg.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,false,false,false,false,false,true,noaa.gov,gov
coastwatch.star.nesdis.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,false,noaa.gov,gov
code.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
codes.nws.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
collaborate2.coast.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
comet.nefsc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
confluence.co-ops.nos.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cooper.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cope.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
coral.aoml.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coral.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
coralreef.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
coralreefwatch.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coraltest.aoml.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cordellbank.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
core.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
coris.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
corporateservices.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
corpscpc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cors.ngs.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
cosign.bldc.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cosign.boul.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cosign.ctc.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
countmyfish.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cpc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,false,false,false,false,false,true,noaa.gov,gov
cpc.omao.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
cpcpara.ncep.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cpo.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,false,false,false,false,false,true,noaa.gov,gov
cpvpn.ncep.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
csc.noaa.gov,,,,noaa.gov,false,true,true,false,false,false,false,false,false,false,false,,noaa.gov,gov
csp.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
csvs.rdc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cts.ncep.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cwcaribbean.aoml.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cwcgom.aoml.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
cyberportal-east.ssmcnet.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
cyberportal.csp.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
darrp.nmfs.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
darrp.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,false,false,false,false,false,true,noaa.gov,gov
dash.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
data-alliance.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
data.ngdc.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
data.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
data.nodc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
data.nssl.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
data1.gfdl.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
data7.erh.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
dataexplorer.northwestscience.fisheries.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dataintheclassroom.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dataviewer.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
db2.boul.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
db2.ctc.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
db2.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dbps.aoml.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
dcs1.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dcs2.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dcs3.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dcs4.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
deemedexports.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
deepseacoraldata.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,false,noaa.gov,gov
demographic.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dengueforecasting.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dev-hads.ncep.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dev3.orr.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
devadfs.iso.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
devgis.charttools.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
devilslake.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
digital.mdl.nws.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dist.bldc.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dist.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
distribution.charts.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
diver.orr.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,false,false,false,false,false,true,noaa.gov,gov
dmspsupport.nesdis.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
doc-archer.csp.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dods.ndbc.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
droc1.srh.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
droc2.srh.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
drupal-toolkit.climate.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
drupal-www.climate.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dsfa.nmfs.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
dusas.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
dwh.nmfs.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eaop.nmfs.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
eastcoast.coastwatch.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
eastvhs.services.nesdis.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ecofoci.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
ecoforecast.coral.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ecosystems.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ecowatch.ncddc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-hdq.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-nesdis.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-nmfs.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-nos.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-nws.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-oar.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-omao.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-p1.l.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-p2.l.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-p3.l.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
edge-wpc.l.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
education.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eeo.boulder.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eeo.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eeo.oar.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
elektra.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
elevationstudy.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
elkmont.atdd.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
elnino.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
emc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,false,false,false,false,false,true,noaa.gov,gov
encdirect.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
energy.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
enroll.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ensemble.mdl.nws.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eores.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,true,false,false,false,false,false,false,false,false,,noaa.gov,gov
eoresdev.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eorestest.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eorestest2.nesdis-hq.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
epp.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
eraeast.noc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
erav-c.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
erav-e.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
erav-w.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
erddap.pfeg.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
erma.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ermatrac.orr.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
esportal.gfdl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
esrl.noaa.gov,,,,noaa.gov,false,true,false,true,true,false,true,false,false,false,false,true,noaa.gov,gov
etl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
external.nmfs.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
extranet.gfdl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
extranet.nesdis.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
extranet.nmfs.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
fakr.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
farallones.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
fdtb.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
fedgovsupport.charts.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ferret.pmel.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
fim.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
fiqas.gsd.esrl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
firedetect.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
fish.nefsc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
fisheries.noaa.gov,,,,noaa.gov,false,true,true,true,true,true,false,false,false,false,false,true,noaa.gov,gov
fisheriespermits.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
fisherybulletin.nmfs.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
floatplan.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
floats.pmel.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
floridacaribbean-mdc.diver.orr.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,true,noaa.gov,gov
floridakeys.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
flow.bldc.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
flow.boul.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
flow.ctc.nwave.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
flowergarden.noaa.gov,,,,noaa.gov,false,true,true,true,true,false,false,false,false,false,false,true,noaa.gov,gov
foss.nmfs.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
fosterscholars.noaa.gov,,,,noaa.gov,false,true,true,true,false,false,false,false,false,false,false,true,noaa.gov,gov
fpir.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ftp.coast.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ftp.cpc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.csc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ftp.emc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.i.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.nco.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.ngs.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.nhc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.nhc.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.opc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftp.swpc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ftp.wpc.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
ftpnos.woc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
ftpprd.ncep.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
fts.jpss.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
fxc.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
fxcave-proxy.gsd.esrl.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
gaeadocs.rdhpcs.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
galvestonlab.sefsc.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
games.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
gandalf.glerl.noaa.gov,,,,noaa.gov,false,true,false,true,false,false,false,false,false,false,false,false,noaa.gov,gov
gateway.glerl.noaa.gov,,,,noaa.gov,false,true,false,false,false,false,false,false,false,false,false,,noaa.gov,gov
